Country,Year,Below $1 a day (Number),Below $2.15 a day  (Number),Below $3.65 a day (Number),Below $6.85 a day (Number),Below $10 a day (Number),Below $20 a day (Number),Below $30 a day (Number),Below $40 a day (Number),Below $1 a day (%Share),Below $2.15 a day (%Share),Below $3.65 a day (%Share),Below $6.85 a day (%Share),Below $10 a day (%Share),Below $20 a day (%Share),Below $30 a day (%Share),Below $40 a day (%Share)
Middle East and North Africa,1995,502397,13466237,67612384,165570605,208206106,244304363,251698491,254143051,0.20,5.25,26.37,64.57,81.19,95.27,98.15,99.11
Middle East and North Africa,1996,466622,12653965,65767792,166374709,210930751,248828926,256610818,259204613,0.18,4.84,25.13,63.58,80.61,95.09,98.07,99.06
Middle East and North Africa,1997,472867,12324905,63219219,164833849,211983887,252922219,261292018,264065919,0.18,4.62,23.70,61.79,79.47,94.81,97.95,98.99
Middle East and North Africa,1998,448592,11291096,58503513,158432511,209163148,255802878,265448297,268626956,0.17,4.16,21.53,58.31,76.99,94.15,97.70,98.87
Middle East and North Africa,1999,444511,11029038,56457622,156671558,209335760,259455634,269930372,273361141,0.16,3.99,20.41,56.64,75.68,93.80,97.59,98.83
Middle East and North Africa,2000,428431,10126988,53929978,153507871,207147742,261827252,273891907,277830218,0.15,3.60,19.15,54.52,73.57,93.00,97.28,98.68
Middle East and North Africa,2001,404174,9996771,54776720,154956027,208926321,265239331,278128430,282420308,0.14,3.49,19.12,54.08,72.91,92.56,97.06,98.56
Middle East and North Africa,2003,335747,9532370,56761976,166397742,220632222,273907129,286979135,291803430,0.11,3.21,19.13,56.08,74.35,92.31,96.71,98.34
Middle East and North Africa,2004,290244,8826162,52582124,156378021,213579888,275239657,290480125,296096314,0.10,2.92,17.41,51.79,70.73,91.15,96.20,98.06
Middle East and North Africa,2005,270633,8250387,50245275,154070585,212582657,277425220,294094919,300611376,0.09,2.69,16.35,50.14,69.19,90.29,95.71,97.83
Middle East and North Africa,2006,262745,8095222,50223038,156849883,216056448,281657955,298647872,305260448,0.08,2.59,16.06,50.16,69.10,90.08,95.51,97.62
Middle East and North Africa,2007,285164,7854492,48172826,154813669,215397312,283881804,302464037,309812383,0.09,2.47,15.14,48.65,67.69,89.21,95.05,97.35
Middle East and North Africa,2008,327434,7655841,46794060,153498170,216920847,288865709,308267976,315816273,0.10,2.36,14.45,47.39,66.97,89.18,95.17,97.50
Middle East and North Africa,2009,389298,7285993,44538384,153234005,219494184,294171044,314162449,321945435,0.12,2.21,13.51,46.47,66.56,89.20,95.27,97.63
Middle East and North Africa,2010,337489,6095625,40361185,149474949,218835472,298537348,319559476,327751192,0.10,1.82,12.02,44.51,65.16,88.90,95.16,97.60
Middle East and North Africa,2011,424547,7142047,38609441,145116583,216604319,302535117,325190696,333730874,0.12,2.09,11.29,42.42,63.32,88.44,95.07,97.56
Middle East and North Africa,2012,423850,7154814,37740696,147053098,221337751,309907113,332287724,340600408,0.12,2.05,10.83,42.20,63.51,88.93,95.35,97.73
Middle East and North Africa,2013,350731,7774410,39472107,149456719,224581800,315979214,339064870,347318240,0.10,2.19,11.12,42.09,63.25,88.99,95.50,97.82
Middle East and North Africa,2014,473047,9266548,43289344,154435575,231332282,323442550,346279912,354212358,0.13,2.56,11.97,42.70,63.96,89.43,95.75,97.94
Middle East and North Africa,2015,1644644,17805436,53009222,160137730,237174107,330143583,352699070,360563817,0.45,4.84,14.40,43.49,64.41,89.65,95.78,97.91
Middle East and North Africa,2016,2566926,20383538,56259540,161275293,237364497,333828243,358288840,366656014,0.68,5.44,15.01,43.03,63.34,89.07,95.60,97.83
Middle East and North Africa,2017,3420001,22768211,60737090,166984603,241905328,338347881,363513814,372467323,0.90,5.97,15.93,43.80,63.45,88.75,95.35,97.70
Middle East and North Africa,2018,4640745,29077675,69385580,174891051,248857972,344808805,369837127,378779108,1.20,7.50,17.89,45.10,64.17,88.92,95.37,97.68
Moldova,1997,64864,381896,1146418,2219209,2640950,2899116,2923021,2928767,2.21,13.01,39.05,75.60,89.97,98.76,99.57,99.77
Moldova,1998,128202,705632,1557328,2460777,2737927,2905679,2922365,2929080,4.37,24.05,53.07,83.86,93.31,99.02,99.59,99.82
Moldova,1999,152455,981721,1932555,2591206,2754996,2896264,2916287,2926650,5.20,33.51,65.96,88.45,94.04,98.86,99.54,99.89
Moldova,2000,118352,908840,1890278,2653931,2818642,2910017,2919785,2923582,4.05,31.08,64.65,90.77,96.40,99.53,99.86,99.99
Moldova,2001,78140,678428,1607337,2501913,2738733,2885948,2906729,2914814,2.68,23.26,55.10,85.76,93.88,98.93,99.64,99.92
Moldova,2002,17357,394624,1177814,2238493,2631495,2878333,2901411,2908155,0.60,13.56,40.47,76.91,90.41,98.89,99.69,99.92
Moldova,2003,3096,162783,805001,2019896,2497809,2837727,2880796,2893847,0.11,5.61,27.74,69.60,86.06,97.77,99.26,99.71
Moldova,2004,6275,189644,831403,2033021,2511652,2827873,2873535,2887535,0.22,6.55,28.72,70.22,86.75,97.68,99.25,99.74
Moldova,2005,25061,314078,1030893,2173451,2576652,2833676,2873370,2882798,0.87,10.87,35.69,75.26,89.22,98.12,99.49,99.82
Moldova,2006,6745,56523,304865,1206745,1871379,2675010,2817648,2849841,0.23,1.96,10.59,41.90,64.98,92.88,97.83,98.95
Moldova,2007,3312,27368,187016,932492,1664302,2604354,2775582,2838944,0.12,0.95,6.51,32.45,57.92,90.64,96.59,98.80
Moldova,2008,835,27459,207454,974989,1727209,2613414,2798851,2833375,0.03,0.96,7.23,34.00,60.22,91.12,97.59,98.79
Moldova,2009,1009,18848,187723,945526,1647825,2619649,2801264,2844821,0.04,0.66,6.55,33.01,57.53,91.46,97.80,99.32
Moldova,2010,0,11744,127622,860306,1628046,2624919,2794581,2835537,0.00,0.41,4.46,30.07,56.90,91.73,97.66,99.09
Moldova,2011,0,6197,89040,772662,1553616,2631459,2791195,2838187,0.00,0.22,3.11,27.02,54.33,92.01,97.60,99.24
Moldova,2012,0,3961,66142,739514,1576383,2637696,2801839,2839573,0.00,0.14,2.31,25.86,55.13,92.24,97.98,99.30
Moldova,2013,0,720,46657,602467,1414671,2589342,2795723,2838338,0.00,0.03,1.63,21.07,49.49,90.58,97.80,99.29
Moldova,2014,0,0,23813,567249,1463212,2624881,2807223,2845218,0.00,0.00,0.83,19.86,51.22,91.88,98.26,99.59
Moldova,2015,0,885,25289,500723,1349278,2595681,2778265,2813038,0.00,0.03,0.89,17.67,47.60,91.57,98.02,99.24
Moldova,2016,0,3028,30576,496481,1415024,2598954,2754180,2790791,0.00,0.11,1.09,17.72,50.50,92.75,98.29,99.59
Moldova,2017,0,0,19965,481852,1356463,2548327,2702764,2743773,0.00,0.00,0.72,17.49,49.23,92.49,98.10,99.59
Moldova,2018,0,0,16822,394696,1248875,2479588,2652433,2693604,0.00,0.00,0.62,14.57,46.11,91.56,97.94,99.46
Moldova,2019,0,763,10041,391678,1200519,2413977,2608664,2649309,0.00,0.03,0.38,14.70,45.05,90.58,97.89,99.41
Mongolia,1995,10607,342395,944577,1822267,2115555,2294850,2297994,2297994,0.46,14.90,41.10,79.30,92.06,99.86,100.00,100.00
Mongolia,1998,105858,670046,1545738,2215520,2327431,2355643,2355643,2355643,4.49,28.44,65.62,94.05,98.80,100.00,100.00,100.00
Mongolia,2002,16244,283714,918542,1880962,2244125,2429557,2439233,2441549,0.66,11.61,37.59,76.99,91.85,99.44,99.84,99.93
Mongolia,2007,968,43970,383383,1312898,1894550,2458554,2554456,2577402,0.04,1.70,14.78,50.62,73.04,94.79,98.48,99.37
Mongolia,2010,420,31104,343463,1331721,1993624,2604939,2690738,2709755,0.02,1.14,12.63,48.96,73.30,95.77,98.93,99.63
Mongolia,2011,0,23733,243584,1211773,1902661,2604375,2728601,2749894,0.00,0.86,8.79,43.74,68.68,94.01,98.49,99.26
Mongolia,2012,113,13364,166301,961196,1669969,2573988,2745985,2795899,0.00,0.47,5.89,34.03,59.12,91.12,97.21,98.98
Mongolia,2014,0,9630,119097,825719,1620837,2677573,2863465,2908354,0.00,0.33,4.05,28.08,55.13,91.07,97.39,98.92
Mongolia,2016,0,21593,260513,1279303,2084157,2902980,3011659,3038832,0.00,0.71,8.52,41.86,68.19,94.98,98.54,99.43
Mongolia,2018,0,22559,217988,1215716,2035636,2967743,3113816,3150583,0.00,0.71,6.88,38.35,64.21,93.61,98.22,99.38
Montenegro,2005,0,1403,6814,78459,212768,501076,577500,600159,0.00,0.23,1.11,12.77,34.64,81.57,94.02,97.70
Montenegro,2006,0,0,6573,66556,197673,486747,581062,602288,0.00,0.00,1.07,10.82,32.14,79.14,94.48,97.93
Montenegro,2007,0,2221,3453,42338,129061,406531,545534,586995,0.00,0.36,0.56,6.87,20.96,66.01,88.58,95.31
Montenegro,2008,0,579,2823,26572,102779,397760,536839,579421,0.00,0.09,0.46,4.31,16.66,64.47,87.01,93.91
Montenegro,2009,0,0,3647,39710,106630,406517,539789,587930,0.00,0.00,0.59,6.42,17.25,65.75,87.30,95.09
Montenegro,2010,0,0,3290,35992,142881,433289,573214,602528,0.00,0.00,0.53,5.81,23.07,69.95,92.54,97.27
Montenegro,2011,0,1310,6379,48550,153320,459969,568506,597072,0.00,0.21,1.03,7.83,24.73,74.18,91.68,96.29
Montenegro,2012,2169,7846,13253,60401,195139,468145,569646,598888,0.35,1.26,2.14,9.73,31.44,75.43,91.79,96.50
Montenegro,2013,0,6450,15744,71085,179147,461026,565227,601822,0.00,1.04,2.53,11.44,28.84,74.21,90.99,96.88
Montenegro,2014,0,0,3130,45457,170540,456026,563501,592701,0.00,0.00,0.50,7.31,27.43,73.34,90.62,95.32
Montenegro,2015,39,8373,49574,132221,223382,457677,552494,592618,0.01,1.35,7.97,21.25,35.90,73.56,88.80,95.25
Montenegro,2016,7843,15398,36977,107907,191032,428039,541572,585569,1.26,2.47,5.94,17.34,30.70,68.78,87.03,94.10
Montenegro,2017,9261,20610,43735,107298,179304,423433,542955,591721,1.49,3.31,7.03,17.24,28.81,68.04,87.24,95.07
Montenegro,2018,5305,17670,39387,114892,189935,435993,547826,594451,0.85,2.84,6.33,18.46,30.53,70.07,88.04,95.54
Morocco,1984,0,2903330,8267692,17040528,19967343,21628833,21863540,21936400,0.00,13.20,37.58,77.45,90.75,98.30,99.37,99.70
Morocco,1990,13967,1173096,6070578,14663868,19450382,23554438,24449069,24625462,0.06,4.73,24.47,59.11,78.41,94.95,98.56,99.27
Morocco,1998,129671,2354344,8923723,19238670,23704791,27139418,27767786,27959352,0.46,8.38,31.75,68.44,84.33,96.55,98.78,99.46
Morocco,2000,105927,2284499,9370690,19635048,23984211,27700536,28433415,28628358,0.37,7.93,32.54,68.19,83.30,96.20,98.75,99.43
Morocco,2006,33319,1306817,6222266,18226972,24078982,29085132,30011563,30392910,0.11,4.24,20.20,59.17,78.17,94.42,97.43,98.66
Morocco,2013,8363,486555,3290341,14195655,22170721,30562422,32328530,32993608,0.02,1.44,9.76,42.10,65.76,90.65,95.89,97.86
Mozambique,1996,8950311,13196780,14649215,15515078,15718303,15907266,15943702,15949733,56.08,82.68,91.78,97.21,98.48,99.67,99.90,99.93
Mozambique,2002,7766594,15121694,17364891,18302622,18510775,18691884,18730096,18742037,41.39,80.59,92.54,97.54,98.65,99.61,99.82,99.88
Mozambique,2008,6662549,15770898,19963175,21613218,21917467,22177605,22226739,22240264,29.91,70.80,89.62,97.02,98.39,99.56,99.78,99.84
Mozambique,2014,6751624,16991620,21851062,24592429,25371793,25992575,26124746,26181470,25.69,64.64,83.13,93.56,96.52,98.88,99.39,99.60
Myanmar,2015,85552,3275162,15816664,38369076,47048995,51602274,52319523,52438233,0.16,6.22,30.02,72.83,89.31,97.95,99.31,99.54
Myanmar,2017,6807,1062930,10487077,36409339,46536941,52480104,53114345,53258978,0.01,1.99,19.65,68.20,87.18,98.31,99.50,99.77
Namibia,1993,468265,832239,1048671,1250412,1341339,1454963,1495309,1515034,30.11,53.52,67.43,80.41,86.25,93.56,96.16,97.42
Namibia,2003,142553,673879,1131617,1465454,1599910,1743970,1791525,1819032,7.59,35.86,60.22,77.99,85.14,92.81,95.34,96.80
Namibia,2009,87182,560716,1073375,1526108,1719713,1916892,1985917,2014478,4.19,26.94,51.58,73.33,82.64,92.11,95.43,96.80
Namibia,2015,77969,361518,769762,1326883,1606634,1994546,2128497,2187274,3.37,15.62,33.25,57.32,69.40,86.16,91.95,94.49
Nauru,2012,0,141,1431,5220,7631,9616,9913,10065,0.00,1.39,14.12,51.50,75.29,94.87,97.80,99.30
Nepal,1984,2211271,11280754,15104819,16243154,16419755,16477323,16477323,16477323,13.42,68.46,91.67,98.58,99.65,100.00,100.00,100.00
Nepal,1995,1878265,11900315,18074844,20835633,21261979,21522015,21558273,21564748,8.71,55.16,83.77,96.57,98.54,99.75,99.92,99.95
Nepal,2003,1020908,10109288,17712342,22490196,23737992,24701627,24939245,24997615,4.07,40.31,70.62,89.67,94.65,98.49,99.44,99.67
Nepal,2010,77956,2226023,10813665,21717651,24825553,26767137,26946091,26992379,0.29,8.24,40.03,80.40,91.90,99.09,99.75,99.92
Netherlands,1983,65841,65841,211489,428906,573228,2116758,7182920,10235447,0.46,0.46,1.47,2.99,3.99,14.73,50.00,71.24
Netherlands,1987,36582,36582,66224,107858,140101,1608988,6121327,9714950,0.25,0.25,0.45,0.74,0.96,10.97,41.74,66.25
Netherlands,1990,111412,142448,220393,261002,296389,1119901,4223182,7846071,0.75,0.95,1.47,1.75,1.98,7.49,28.25,52.48
Netherlands,1993,112634,148531,300630,454816,569892,1565402,5082921,8637525,0.74,0.97,1.97,2.97,3.73,10.24,33.24,56.49
Netherlands,1999,32082,32082,77875,115008,156117,750809,3280974,6836770,0.20,0.20,0.49,0.73,0.99,4.75,20.75,43.24
Netherlands,2004,7671,38405,70075,125401,221127,1023735,3466329,6708386,0.05,0.24,0.43,0.77,1.36,6.29,21.29,41.20
Netherlands,2005,10142,24206,34197,73652,181296,870577,3200165,6534405,0.06,0.15,0.21,0.45,1.11,5.33,19.61,40.04
Netherlands,2006,3347,7485,18125,37963,125536,751037,2721866,5970798,0.02,0.05,0.11,0.23,0.77,4.59,16.65,36.53
Netherlands,2007,2153,4690,9634,66682,131163,638960,2276454,5296835,0.01,0.03,0.06,0.41,0.80,3.90,13.90,32.33
Netherlands,2008,15844,21973,34826,97188,132382,730054,2330648,5208362,0.10,0.13,0.21,0.59,0.80,4.44,14.17,31.67
Netherlands,2009,14269,18311,40195,66157,101584,615103,2382420,5157639,0.09,0.11,0.24,0.40,0.61,3.72,14.41,31.20
Netherlands,2010,701,7882,18292,31399,57848,649433,2424938,5296424,0.00,0.05,0.11,0.19,0.35,3.91,14.59,31.88
Netherlands,2011,16034,16034,28387,62779,75648,651979,2457722,5550683,0.10,0.10,0.17,0.38,0.45,3.91,14.72,33.25
Netherlands,2012,7306,12707,15639,31538,64040,721884,2493434,5633644,0.04,0.08,0.09,0.19,0.38,4.31,14.88,33.62
Netherlands,2013,0,14599,26041,48041,113267,863595,2765203,6040711,0.00,0.09,0.15,0.29,0.67,5.14,16.46,35.95
Netherlands,2014,1403,9733,35356,64454,104802,819673,2747099,5857007,0.01,0.06,0.21,0.38,0.62,4.86,16.29,34.73
Netherlands,2015,845,10446,22587,66841,101245,669250,2276372,5029323,0.00,0.06,0.13,0.39,0.60,3.95,13.44,29.69
Netherlands,2016,1178,7820,25562,59993,107566,651445,2053859,4589961,0.01,0.05,0.15,0.35,0.63,3.83,12.06,26.95
Netherlands,2017,6533,32338,50838,70542,154341,624909,2032171,4620869,0.04,0.19,0.30,0.41,0.90,3.65,11.86,26.97
Netherlands,2018,6755,17390,28532,64385,114502,605281,1977212,4597844,0.04,0.10,0.17,0.37,0.66,3.51,11.47,26.68
Netherlands,2019,5718,16604,20219,69546,132336,639210,2042853,4241709,0.03,0.10,0.12,0.40,0.76,3.69,11.78,24.46
Nicaragua,1993,160692,1028192,2058662,3317849,3855010,4306552,4384554,4417906,3.60,23.04,46.13,74.35,86.39,96.51,98.25,99.00
Nicaragua,1998,97504,862226,2059597,3684962,4280725,4746370,4838020,4871450,1.99,17.56,41.94,75.04,87.17,96.65,98.52,99.20
Nicaragua,2001,103880,966876,2305346,3948076,4584687,5021461,5093840,5111178,2.02,18.79,44.80,76.73,89.10,97.59,99.00,99.34
Nicaragua,2005,51164,938574,2397520,4148430,4854492,5295606,5398678,5428246,0.94,17.26,44.08,76.28,89.26,97.37,99.26,99.81
Nicaragua,2009,45268,475538,1392891,3278738,4330903,5373303,5593281,5663527,0.79,8.28,24.24,57.07,75.38,93.52,97.35,98.57
Nicaragua,2014,20340,242087,887089,2585221,3859258,5454811,5811074,5954708,0.33,3.94,14.44,42.09,62.83,88.80,94.60,96.94
Niger,1992,3182433,7227347,8197913,8482170,8530204,8558423,8563173,8564779,37.15,84.36,95.69,99.01,99.57,99.90,99.96,99.98
Niger,1994,4766825,7840411,8760601,9076222,9135105,9165428,9167433,9167747,51.99,85.52,95.55,99.00,99.64,99.97,99.99,99.99
Niger,2005,5518354,10967867,12649545,13370265,13498504,13580476,13604265,13608620,40.50,80.50,92.84,98.13,99.08,99.68,99.85,99.88
Niger,2007,4235674,11585467,13656169,14380846,14560207,14672635,14679029,14683967,28.84,78.89,92.99,97.93,99.15,99.91,99.96,99.99
Niger,2011,1324854,10364543,15116617,16723498,16969552,17105982,17114500,17114500,7.74,60.56,88.32,97.71,99.15,99.95,100.00,100.00
Niger,2014,1631653,10305948,15849469,18598382,19052358,19225641,19236544,19238667,8.48,53.56,82.38,96.66,99.02,99.92,99.98,99.99
Niger,2018,1437141,11363597,18201374,21311102,21900017,22341318,22410587,22437561,6.40,50.63,81.10,94.96,97.58,99.55,99.86,99.98
Nigeria,1985,11771380,39961286,62349794,78018722,81932959,83561940,83561940,83561940,14.09,47.82,74.61,93.37,98.05,100.00,100.00,100.00
Nigeria,1992,22347122,52438535,73896184,92508922,97532530,100094534,100161708,100161708,22.31,52.35,73.78,92.36,97.38,99.93,100.00,100.00
Nigeria,1996,28421442,64652167,87484569,102554572,106739885,109624042,110226947,110323113,25.68,58.42,79.05,92.67,96.45,99.06,99.60,99.69
Nigeria,2003,18142696,63152605,99690492,123932509,129329778,131605356,131805574,131862785,13.75,47.88,75.58,93.96,98.05,99.78,99.93,99.97
Nigeria,2010,6639517,55294362,104631209,143941237,154087879,158308503,158486205,158500553,4.19,34.89,66.01,90.81,97.21,99.88,99.99,100.00
Nigeria,2012,6542835,56571700,108894373,151411937,162364596,167010269,167208404,167227725,3.91,33.83,65.12,90.54,97.09,99.87,99.99,100.00
Nigeria,2015,6561363,58428838,114668649,162189604,175034396,180828776,181112282,181135424,3.62,32.26,63.30,89.54,96.63,99.83,99.99,100.00
Nigeria,2018,6878408,60453388,124327229,177948049,189855325,195347656,195741884,195824623,3.51,30.86,63.47,90.85,96.93,99.73,99.93,99.97
North Macedonia,1998,0,22811,190038,808735,1444209,1945260,1998988,2007503,0.00,1.14,9.47,40.29,71.94,96.90,99.57,100.00
North Macedonia,2000,10119,105728,409404,1102478,1565889,1958188,2013337,2021144,0.50,5.22,20.20,54.41,77.28,96.64,99.36,99.74
North Macedonia,2002,1219,29425,151157,614112,1016941,1715949,1921908,1969364,0.06,1.46,7.48,30.40,50.34,84.94,95.14,97.49
North Macedonia,2003,772,25207,172068,638894,1062090,1739923,1923870,1979658,0.04,1.24,8.49,31.52,52.40,85.85,94.92,97.68
North Macedonia,2004,1227,15568,90734,440197,790294,1578072,1858514,1964449,0.06,0.77,4.46,21.66,38.88,77.64,91.44,96.65
North Macedonia,2005,2271,30474,158104,592129,998586,1678528,1899846,1979718,0.11,1.50,7.76,29.07,49.03,82.41,93.27,97.19
North Macedonia,2006,1959,57963,191133,623890,1037021,1674265,1876920,1972622,0.10,2.84,9.37,30.58,50.83,82.06,92.00,96.69
North Macedonia,2008,3044,13030,94190,450764,819731,1493159,1739345,1860612,0.15,0.64,4.60,22.02,40.05,72.95,84.97,90.90
North Macedonia,2009,85075,200303,381624,836491,1261734,1837670,1978952,2022875,4.15,9.77,18.61,40.79,61.53,89.61,96.50,98.64
North Macedonia,2010,124206,214711,368543,776787,1182675,1845449,1997185,2037370,6.04,10.45,17.93,37.80,57.55,89.80,97.19,99.14
North Macedonia,2011,80934,187061,319868,765697,1156316,1824939,1993853,2040563,3.93,9.09,15.54,37.20,56.17,88.65,96.86,99.13
North Macedonia,2012,52464,142476,291473,736343,1134460,1829957,1998399,2045438,2.55,6.91,14.14,35.73,55.04,88.79,96.96,99.24
North Macedonia,2013,24779,107860,248441,704314,1135408,1840818,2013747,2052135,1.20,5.23,12.04,34.12,55.01,89.19,97.56,99.42
North Macedonia,2014,31868,93382,217273,616233,1055555,1820258,2006842,2054461,1.54,4.52,10.51,29.81,51.06,88.04,97.07,99.37
North Macedonia,2015,35970,113915,209338,595413,984763,1783249,1995233,2052240,1.74,5.50,10.11,28.76,47.57,86.14,96.38,99.13
North Macedonia,2016,27776,87804,200371,517070,864452,1754502,1993876,2051517,1.34,4.24,9.67,24.95,41.71,84.66,96.21,98.99
North Macedonia,2017,33862,93228,190884,478442,822915,1712928,1989370,2053549,1.63,4.49,9.20,23.06,39.67,82.57,95.90,98.99
North Macedonia,2018,15511,70561,147720,431881,785961,1691957,1985793,2056631,0.75,3.40,7.11,20.80,37.86,81.49,95.64,99.06
Norway,1979,9266,9266,19743,50757,110325,1231694,2708198,3380063,0.23,0.23,0.48,1.25,2.71,30.24,66.50,83.00
Norway,1986,0,10205,10205,20282,40692,374575,1604051,2687733,0.00,0.24,0.24,0.49,0.98,8.99,38.49,64.49
Norway,1991,10204,20254,20254,30805,42303,296764,1416300,2578310,0.24,0.48,0.48,0.72,0.99,6.96,33.23,60.50
Norway,1995,9746,21405,21405,32635,53526,359494,1394366,2604403,0.22,0.49,0.49,0.75,1.23,8.25,31.99,59.75
Norway,2000,10557,10557,10557,21905,33623,178897,819112,1964687,0.24,0.24,0.24,0.49,0.75,3.98,18.24,43.75
Norway,2003,6391,9336,10597,16440,29694,165237,680769,1683829,0.14,0.20,0.23,0.36,0.65,3.62,14.91,36.89
Norway,2004,10475,12161,14227,26374,45337,196082,680730,1711572,0.23,0.26,0.31,0.57,0.99,4.27,14.82,37.27
Norway,2005,6570,9337,12696,22880,38357,178750,602825,1514920,0.14,0.20,0.27,0.49,0.83,3.87,13.04,32.77
Norway,2006,4271,6105,12478,31387,51225,201821,620512,1433022,0.09,0.13,0.27,0.67,1.10,4.33,13.31,30.75
Norway,2007,4101,5966,13356,24704,30643,156891,420201,1136011,0.09,0.13,0.28,0.52,0.65,3.33,8.92,24.12
Norway,2008,6917,10811,14028,21957,36644,139298,446085,1022970,0.15,0.23,0.29,0.46,0.77,2.92,9.36,21.45
Norway,2009,1615,4198,6267,15137,27428,130923,413377,992212,0.03,0.09,0.13,0.31,0.57,2.71,8.56,20.55
Norway,2010,5292,7382,8089,18890,34321,119400,387915,999285,0.11,0.15,0.17,0.39,0.70,2.44,7.93,20.44
Norway,2011,2362,4833,6950,12403,24620,92784,331149,885879,0.05,0.10,0.14,0.25,0.50,1.87,6.69,17.89
Norway,2012,5230,5887,9084,16866,27173,102331,331038,828520,0.10,0.12,0.18,0.34,0.54,2.04,6.60,16.51
Norway,2013,4432,6626,9473,21845,32462,99660,309016,717881,0.09,0.13,0.19,0.43,0.64,1.96,6.08,14.13
